sample_ID,Intercept,umol.L.sec,Temp.C,temp_c_level,temp_c_value,run_block,light_dark
BLANK2_Run1_TPC,185.05451289198604,-0.018353310104528977,29.892185185185184,6,30,RUN1,DARK
B01_TPC,203.65752659574477,-0.1473537234042567,29.969537037037036,6,30,RUN1,DARK
H01_TPC,198.81475607287445,-0.25044797570850175,29.953814814814816,6,30,RUN1,DARK
D01_TPC,218.68095487804894,-0.22392560975609954,29.897277777777777,6,30,RUN1,DARK
A01_TPC,197.82789879879883,0.21268326898326897,30.121259259259258,6,30,RUN1,LIGHT
G01_TPC,197.50741897959188,0.2092573469387754,29.980685185185184,6,30,RUN1,LIGHT
C01_TPC,195.74872268907558,0.2192336134453789,30.10275925925926,6,30,RUN1,LIGHT
F01_TPC,191.28758191632926,0.12562186234817835,30.04387037037037,6,30,RUN1,LIGHT
E01_TPC,201.1615386590155,0.2609578677136809,29.996555555555556,6,30,RUN1,LIGHT
BLANK1_Run1_TPC,185.72474814986123,-0.020957562442183365,30.01377777777778,6,30,RUN1,LIGHT
J01_TPC,191.03321862348173,0.1327344129554667,30.084222222222223,6,30,RUN1,LIGHT
I01_TPC,192.09046370967735,0.13089461143695127,30.062722222222224,6,30,RUN1,LIGHT
BLANK2_Run1_TPC,186.4545325581395,-0.018995983086680185,29.94774074074074,6,30,RUN1,LIGHT
B01_TPC,192.51824293353704,0.17533460656990094,30.05477777777778,6,30,RUN1,LIGHT
H01_TPC,190.19114257703072,0.14136834733893688,29.99822222222222,6,30,RUN1,LIGHT
D01_TPC,200.13095161290317,0.28980322580645274,29.96351851851852,6,30,RUN1,LIGHT
A01_TPC,202.19575294117638,-0.20795182072829052,31.000561403508772,7,31,RUN1,DARK
G01_TPC,201.3309187675069,-0.16206442577030689,30.89015789473684,7,31,RUN1,DARK
C01_TPC,200.71199365259432,-0.16526359290171008,30.987543859649122,7,31,RUN1,DARK
F01_TPC,194.03801597548966,-0.09073574789364287,30.941473684210525,7,31,RUN1,DARK
E01_TPC,209.36065210233033,-0.26134232522796386,30.8940350877193,7,31,RUN1,DARK
BLANK1_Run1_TPC,183.77105075187976,-0.023843855327975873,30.906473684210525,7,31,RUN1,DARK
J01_TPC,192.03231773752566,-0.12319176349965884,30.918666666666667,7,31,RUN1,DARK
I01_TPC,196.30718500273665,-0.21424247400109278,30.92464912280702,7,31,RUN1,DARK
BLANK2_Run1_TPC,183.8450862764072,-0.02312207708434279,30.801000000000002,7,31,RUN1,DARK
B01_TPC,194.09920883441262,-0.16232215541165648,30.925456140350878,7,31,RUN1,DARK
H01_TPC,191.80880156794427,-0.2620900696864114,30.88143859649123,7,31,RUN1,DARK
D01_TPC,204.90108811285842,-0.23888494449583667,30.791035087719298,7,31,RUN1,DARK
A01_TPC,189.7136463922294,0.19782678075855678,30.997907407407407,7,31,RUN1,LIGHT
G01_TPC,189.13149502133712,0.1933494547178756,30.88614814814815,7,31,RUN1,LIGHT
C01_TPC,187.72852512820512,0.2086605128205132,31.015851851851853,7,31,RUN1,LIGHT
F01_TPC,186.39208356460065,0.11866481652790661,30.94838888888889,7,31,RUN1,LIGHT
E01_TPC,194.03728024193538,0.24314369501466443,30.929648148148146,7,31,RUN1,LIGHT
BLANK1_Run1_TPC,185.1668120075047,-0.019433489681050492,30.919074074074075,7,31,RUN1,LIGHT
J01_TPC,185.134081792717,0.10936414565826388,30.94635185185185,7,31,RUN1,LIGHT
I01_TPC,187.72524178999294,0.13501106412966965,30.957703703703704,7,31,RUN1,LIGHT
BLANK2_Run1_TPC,185.0252953846154,-0.014520769230770008,30.838425925925925,7,31,RUN1,LIGHT
B01_TPC,184.64902767595302,0.14333742668621746,30.964037037037038,7,31,RUN1,LIGHT
H01_TPC,184.01505130845126,0.1227010296010307,30.913851851851852,7,31,RUN1,LIGHT
D01_TPC,189.25479130434786,0.24557779833487442,30.84614814814815,7,31,RUN1,LIGHT
A01_TPC,207.2069781512604,-0.23870924369747756,32.11198148148148,8,32,RUN1,DARK
G01_TPC,205.9536480051479,-0.17756113256113046,32.021,8,32,RUN1,DARK
C01_TPC,204.16811660079057,-0.16881324110672066,32.07442592592593,8,32,RUN1,DARK
F01_TPC,192.40876164045633,-0.09145544249151985,32.075833333333335,8,32,RUN1,DARK
E01_TPC,212.90482931641998,-0.268397533474277,31.98314814814815,8,32,RUN1,DARK
BLANK1_Run1_TPC,176.31267770034853,-0.02371933797909568,31.98487037037037,8,32,RUN1,DARK
J01_TPC,193.9359767346939,-0.13027775510204107,32.00427777777778,8,32,RUN1,DARK
I01_TPC,193.74762987012986,-0.23903307157958265,32.01233333333333,8,32,RUN1,DARK
BLANK2_Run1_TPC,176.22352198219704,-0.02501769431176641,31.87364814814815,8,32,RUN1,DARK
B01_TPC,196.44399516129036,-0.16783951612903325,31.94224074074074,8,32,RUN1,DARK
H01_TPC,189.48389792299895,-0.27824392097264355,31.95912962962963,8,32,RUN1,DARK
D01_TPC,210.7150253623189,-0.24688478260869645,31.87227777777778,8,32,RUN1,DARK
A01_TPC,196.12898331298325,0.17967582417582548,32.12305263157894,8,32,RUN1,LIGHT
G01_TPC,196.04713693456296,0.15556310935441398,32.031684210526315,8,32,RUN1,LIGHT
C01_TPC,192.24581829268283,0.17652317073170865,32.09626315789474,8,32,RUN1,LIGHT
F01_TPC,185.9788787456447,0.09631933797909278,32.10417543859649,8,32,RUN1,LIGHT
E01_TPC,200.8792367864693,0.20169556025370053,32.0040701754386,8,32,RUN1,LIGHT
BLANK1_Run1_TPC,178.19066890756295,-0.026431932773108412,32.007456140350875,8,32,RUN1,LIGHT
J01_TPC,188.25926306122463,0.09144224489795778,31.99861403508772,8,32,RUN1,LIGHT
I01_TPC,187.68601480051484,0.09107824967824933,32.017947368421055,8,32,RUN1,LIGHT
BLANK2_Run1_TPC,178.17053551020402,-0.02879183673469353,31.880912280701754,8,32,RUN1,LIGHT
B01_TPC,187.45300394680393,0.13365469755469847,31.94236842105263,8,32,RUN1,LIGHT
H01_TPC,182.8884535985657,0.09565226671219998,31.955754385964912,8,32,RUN1,LIGHT
D01_TPC,197.91766928769658,0.19692518501387554,31.872087719298246,8,32,RUN1,LIGHT
A01_TPC,176.36890688259106,-0.23932793522267173,34.16777777777778,9,34,RUN1,DARK
G01_TPC,181.41547417417414,-0.168948648648648,34.08237037037037,9,34,RUN1,DARK
C01_TPC,178.13408275862082,-0.18206551724138134,34.15061111111111,9,34,RUN1,DARK
F01_TPC,174.33754584980238,-0.09476824769433506,34.11994444444444,9,34,RUN1,DARK
E01_TPC,186.32738278436534,-0.29410461133069815,34.03311111111111,9,34,RUN1,DARK
BLANK1_Run1_TPC,164.95098843663268,-0.02932701202590136,34.05835185185185,9,34,RUN1,DARK
J01_TPC,173.4002229210342,-0.14205591766723832,34.018574074074074,9,34,RUN1,DARK
I01_TPC,175.7154043692741,-0.23966307258632777,34.064314814814814,9,34,RUN1,DARK
BLANK2_Run1_TPC,165.90459017589015,-0.023162033462032817,33.930703703703706,9,34,RUN1,DARK
B01_TPC,172.20529879879874,-0.17356036036035974,33.944407407407404,9,34,RUN1,DARK
H01_TPC,168.1228501559714,-0.25848161764705796,33.983814814814814,9,34,RUN1,DARK
D01_TPC,186.72325000000006,-0.27465365853658685,33.87603703703704,9,34,RUN1,DARK
A01_TPC,173.5021617433621,0.07010475539998264,34.1666,9,34,RUN1,LIGHT
G01_TPC,175.01439408866997,0.10781428571428522,34.09558333333333,9,34,RUN1,LIGHT
C01_TPC,171.5567431372549,0.10573081232492977,34.16911666666667,9,34,RUN1,LIGHT
F01_TPC,171.02240994371493,0.05807617260787808,34.13708333333333,9,34,RUN1,LIGHT
E01_TPC,178.2589401092802,0.1630530180141733,34.061,9,34,RUN1,LIGHT
BLANK1_Run1_TPC,167.80490442243664,-0.04415516946981979,34.06745,9,34,RUN1,LIGHT
J01_TPC,170.75304964539015,0.049517531480676585,34.03726666666667,9,34,RUN1,LIGHT
I01_TPC,173.14199270108043,0.05841262905162042,34.10185,9,34,RUN1,LIGHT
BLANK2_Run1_TPC,168.39058564102567,-0.03529846153846152,33.94703333333333,9,34,RUN1,LIGHT
B01_TPC,168.93144435933914,0.062270379691431094,33.92731666666667,9,34,RUN1,LIGHT
H01_TPC,166.26716733511583,0.043745655080214454,34.008783333333334,9,34,RUN1,LIGHT
D01_TPC,178.26842016806717,0.144838375350141,33.8976,9,34,RUN1,LIGHT
G02_TPC,233.81992854700863,-0.0804926495726498,24.61448148148148,1,24.5,RUN2,DARK
E02_TPC,252.30172617946363,-0.15106475485661625,24.517537037037037,1,24.5,RUN2,DARK
F04_TPC,230.4388005637772,-0.09412332628611561,24.59411111111111,1,24.5,RUN2,DARK
D02_TPC,230.6025455954898,-0.10120641296687828,24.584333333333333,1,24.5,RUN2,DARK
A02_TPC,229.5665761133602,-0.11020020242914776,24.48162962962963,1,24.5,RUN2,DARK
I02_TPC,234.46337585943448,-0.11954178762413788,24.491555555555557,1,24.5,RUN2,DARK
BLANK2_Run2_TPC,211.05638762446662,-0.00960099573257569,24.60188888888889,1,24.5,RUN2,DARK
C02_TPC,241.26840611153526,-0.15052345301756703,24.600148148148147,1,24.5,RUN2,DARK
J02_TPC,229.60792128971067,-0.07678544333807386,24.490685185185185,1,24.5,RUN2,DARK
B02_TPC,223.04621349647746,-0.06689410456062167,24.61161111111111,1,24.5,RUN2,DARK
BLANK1_Run2_TPC,208.2194566145091,-0.004741346609766492,24.588055555555556,1,24.5,RUN2,DARK
H02_TPC,238.07850830564774,-0.08328405315614501,24.514703703703702,1,24.5,RUN2,DARK
G02_TPC,222.8848428571428,0.17293642213642388,24.698076923076922,1,24.5,RUN2,LIGHT
E02_TPC,232.65010243902455,0.31709912891985903,24.60405769230769,1,24.5,RUN2,LIGHT
F04_TPC,217.28533001422477,0.19487810482547324,24.68526923076923,1,24.5,RUN2,LIGHT
D02_TPC,219.90058769230754,0.16538230769230974,24.686788461538463,1,24.5,RUN2,LIGHT
A02_TPC,220.37024999999986,0.1352647058823559,24.55971153846154,1,24.5,RUN2,LIGHT
I02_TPC,223.03899230769238,0.16012692307692214,24.58175,1,24.5,RUN2,LIGHT
BLANK2_Run2_TPC,211.4057959183674,-0.008644897959184305,24.68244230769231,1,24.5,RUN2,LIGHT
C02_TPC,227.437469194825,0.21177424844015716,24.69175,1,24.5,RUN2,LIGHT
J02_TPC,220.27985384277554,0.12719868247694366,24.57551923076923,1,24.5,RUN2,LIGHT
B02_TPC,215.70095853658538,0.11243536585365815,24.70176923076923,1,24.5,RUN2,LIGHT
BLANK1_Run2_TPC,208.58768571428558,-0.0054285714285700285,24.667634615384614,1,24.5,RUN2,LIGHT
H02_TPC,223.91479372822297,0.20351864111498283,24.59846153846154,1,24.5,RUN2,LIGHT
G02_TPC,227.22626408163265,-0.09198346938775491,26.079245614035088,2,26,RUN2,DARK
E02_TPC,242.80403787878788,-0.17879545454545503,26.00884210526316,2,26,RUN2,DARK
F04_TPC,227.1457092741937,-0.12351088709677592,26.035298245614037,2,26,RUN2,DARK
D02_TPC,224.77975707678078,-0.12729620721554116,26.022122807017546,2,26,RUN2,DARK
A02_TPC,223.75663786617343,-0.13028035769349466,25.95819298245614,2,26,RUN2,DARK
I02_TPC,230.95744014801105,-0.14654646931853152,25.97538596491228,2,26,RUN2,DARK
BLANK2_Run2_TPC,204.10945847807218,-0.005414622231872568,26.0809298245614,2,26,RUN2,DARK
C02_TPC,238.9599045605557,-0.17144050135910546,26.038087719298247,2,26,RUN2,DARK
J02_TPC,227.6055276595746,-0.09174320074005679,25.959912280701754,2,26,RUN2,DARK
B02_TPC,217.7541173469388,-0.080671938775510807,26.03557894736842,2,26,RUN2,DARK
BLANK1_Run2_TPC,203.01855955999434,-0.008041576204951594,26.041719298245614,2,26,RUN2,DARK
H02_TPC,229.88006069418378,-0.09557917448405134,25.972912280701753,2,26,RUN2,DARK
G02_TPC,214.5866896103897,0.18581602870813294,26.14822807017544,2,26,RUN2,LIGHT
E02_TPC,220.59819725158565,0.33916532769556035,26.09256140350877,2,26,RUN2,LIGHT
F04_TPC,212.39813458802945,0.2120911478279876,26.114070175438595,2,26,RUN2,LIGHT
D02_TPC,212.77634386554612,0.18403495798319405,26.110684210526315,2,26,RUN2,LIGHT
A02_TPC,213.12686198680356,0.1493300953079179,26.049035087719297,2,26,RUN2,LIGHT
I02_TPC,217.10576813655777,0.19148790896159107,26.069280701754387,2,26,RUN2,LIGHT
BLANK2_Run2_TPC,204.70788235294117,-0.008117647058822978,26.178315789473686,2,26,RUN2,LIGHT
C02_TPC,220.4989584875115,0.2752348519888996,26.134456140350878,2,26,RUN2,LIGHT
J02_TPC,215.992020552902,0.17730156317846305,26.060947368421054,2,26,RUN2,LIGHT
B02_TPC,209.05277391304347,0.1292677150786313,26.128894736842106,2,26,RUN2,LIGHT
BLANK1_Run2_TPC,203.6154868522154,-0.007928498249807398,26.12624561403509,2,26,RUN2,LIGHT
H02_TPC,214.98877533509778,0.20650747033210948,26.061754385964914,2,26,RUN2,LIGHT
G02_TPC,220.42346699507385,-0.10843054187191933,27.14061111111111,3,27,RUN2,DARK
E02_TPC,226.67280630630634,-0.19561711711711716,27.03527777777778,3,27,RUN2,DARK
F04_TPC,220.30085428426682,-0.12953712548849233,27.10062962962963,3,27,RUN2,DARK
D02_TPC,217.85369442248575,-0.1433068511198953,27.075722222222222,3,27,RUN2,DARK
A02_TPC,223.08082139037435,-0.17178395721925127,27.021185185185185,3,27,RUN2,DARK
I02_TPC,216.92780836236946,-0.1533505226480846,27.021185185185185,3,27,RUN2,DARK
BLANK2_Run2_TPC,200.7932276735461,-0.015802251407131138,27.105092592592595,3,27,RUN2,DARK
C02_TPC,229.77891526364485,-0.18780074005550526,27.071166666666667,3,27,RUN2,DARK
J02_TPC,220.697667140825,-0.10422949265054487,26.979555555555557,3,27,RUN2,DARK
B02_TPC,212.15148923076927,-0.09387247863247886,27.085425925925925,3,27,RUN2,DARK
BLANK1_Run2_TPC,198.63483535762487,-0.012222672064777567,27.042296296296296,3,27,RUN2,DARK
H02_TPC,222.1820097165991,-0.11141376518218471,26.999925925925925,3,27,RUN2,DARK
G02_TPC,206.5935601887602,0.21294736164736214,27.142629629629628,3,27,RUN2,LIGHT
E02_TPC,207.00357422402158,0.3001315789473691,27.041203703703705,3,27,RUN2,LIGHT
F04_TPC,204.90590952380936,0.2318642857142891,27.110333333333333,3,27,RUN2,LIGHT
D02_TPC,205.8667032967031,0.18060439560439953,27.07925925925926,3,27,RUN2,LIGHT
A02_TPC,209.02403697705805,0.2106854251012145,27.023444444444443,3,27,RUN2,LIGHT
I02_TPC,207.29018918918922,0.14230473793631582,27.031425925925927,3,27,RUN2,LIGHT
BLANK2_Run2_TPC,201.71846111535515,-0.014797402597401099,27.087203703703704,3,27,RUN2,LIGHT
C02_TPC,211.9960355731225,0.2753642010163754,27.061925925925927,3,27,RUN2,LIGHT
J02_TPC,208.66727004834826,0.1812215379628885,26.96825925925926,3,27,RUN2,LIGHT
B02_TPC,203.26138530102904,0.13456632363665866,27.06740740740741,3,27,RUN2,LIGHT
BLANK1_Run2_TPC,199.66114351173027,-0.016803885630498845,27.029722222222222,3,27,RUN2,LIGHT
H02_TPC,207.54550437934145,0.2059658713379666,26.97587037037037,3,27,RUN2,LIGHT
G02_TPC,215.0708277629235,-0.11870086898396032,28.161980392156863,4,28,RUN2,DARK
E02_TPC,228.09906554621838,-0.20888739495798153,28.058764705882353,4,28,RUN2,DARK
